name,price,rating,category,brand,specs,description
AmazonBasics E-Commerce Item 1620,226.93,4.7,E-Commerce,AmazonBasics,"Handmade, Customizable",E-Commerce product from AmazonBasics featuring Handmade.
OnePlus Mobile Item 1216,1786.86,3.8,Mobile,OnePlus,"128GB, A15 Bionic",Mobile product from OnePlus featuring 128GB.
Coca-Cola Food Item 1855,566.78,4.9,Food,Coca-Cola,"1.5L, Carbonated",Food product from Coca-Cola featuring 1.5L.
Ford Vehicles Item 1412,1149.04,3.7,Vehicles,Ford,"2.0L Hybrid, 5 seats",Vehicles product from Ford featuring 2.0L Hybrid.
Lego Toys Item 1133,596.98,3.7,Toys,Lego,"500 pieces, Multi-color",Toys product from Lego featuring 500 pieces.
Adidas Clothing Item 1810,520.07,4.5,Clothing,Adidas,"Size: S, Wool, Blue",Clothing product from Adidas featuring Size: S.
Bose Electronics Item 1969,607.16,3.9,Electronics,Bose,"Noise Cancelling, Wireless",Electronics product from Bose featuring Noise Cancelling.
Etsy E-Commerce Item 1271,1972.9,4.1,E-Commerce,Etsy,"Bulk discounts, Direct from China",E-Commerce product from Etsy featuring Bulk discounts.
Xiaomi Mobile Item 1965,496.63,4.5,Mobile,Xiaomi,"512GB, A17 Pro",Mobile product from Xiaomi featuring 512GB.
LG Electronics Item 1269,642.85,4.2,Electronics,LG,"Noise Cancelling, Wireless",Electronics product from LG featuring Noise Cancelling.
Hot Wheels Toys Item 1309,1292.15,3.8,Toys,Hot Wheels,"Plush Toy, 12 inch",Toys product from Hot Wheels featuring Plush Toy.
Microsoft Tablet Item 1605,423.95,3.4,Tablet,Microsoft,"12GB RAM, 128GB, Snapdragon",Tablet product from Microsoft featuring 12GB RAM.
Xiaomi Mobile Item 1401,947.4,4.9,Mobile,Xiaomi,"128GB, A15 Bionic",Mobile product from Xiaomi featuring 128GB.
Hasbro Toys Item 1342,1834.57,3.4,Toys,Hasbro,"Die-cast, Model 2023",Toys product from Hasbro featuring Die-cast.
Mattel Toys Item 1298,994.44,3.3,Toys,Mattel,"Board Game, 2-6 Players",Toys product from Mattel featuring Board Game.
Bose Electronics Item 1186,276.54,3.4,Electronics,Bose,"Noise Cancelling, Wireless",Electronics product from Bose featuring Noise Cancelling.
Lenovo Tablet Item 1278,966.57,4.6,Tablet,Lenovo,"8GB RAM, 256GB SSD, Intel i5",Tablet product from Lenovo featuring 8GB RAM.
Pepsi Food Item 1412,1315.09,4.3,Food,Pepsi,"Family Pack, Chocolate",Food product from Pepsi featuring Family Pack.
AliExpress E-Commerce Item 1085,192.81,4.0,E-Commerce,AliExpress,"Handmade, Customizable",E-Commerce product from AliExpress featuring Handmade.
Pepsi Food Item 1817,974.06,4.7,Food,Pepsi,"500ml, Diet",Food product from Pepsi featuring 500ml.
Apple Tablet Item 1014,339.01,3.2,Tablet,Apple,"12GB RAM, 128GB, Snapdragon",Tablet product from Apple featuring 12GB RAM.
Ford Vehicles Item 1780,452.94,3.1,Vehicles,Ford,"2.0L Hybrid, 5 seats",Vehicles product from Ford featuring 2.0L Hybrid.
Etsy E-Commerce Item 1114,1680.03,3.9,E-Commerce,Etsy,"Online only, Fast shipping",E-Commerce product from Etsy featuring Online only.
Adidas Clothing Item 1980,1847.41,3.7,Clothing,Adidas,"Size: L, Polyester, Black",Clothing product from Adidas featuring Size: L.
Lenovo Tablet Item 1183,224.92,4.2,Tablet,Lenovo,"12GB RAM, 128GB, Snapdragon",Tablet product from Lenovo featuring 12GB RAM.
Microsoft Tablet Item 1219,1513.15,4.8,Tablet,Microsoft,"6GB RAM, 64GB, MediaTek",Tablet product from Microsoft featuring 6GB RAM.
Etsy E-Commerce Item 1194,1745.82,3.4,E-Commerce,Etsy,"Handmade, Customizable",E-Commerce product from Etsy featuring Handmade.
Toyota Vehicles Item 1886,684.53,4.7,Vehicles,Toyota,"2.0L Hybrid, 5 seats",Vehicles product from Toyota featuring 2.0L Hybrid.
Pepsi Food Item 1376,8.34,3.8,Food,Pepsi,"100g, Milk Chocolate",Food product from Pepsi featuring 100g.
Coca-Cola Food Item 1990,628.71,3.5,Food,Coca-Cola,"500ml, Diet",Food product from Coca-Cola featuring 500ml.
Microsoft Tablet Item 1862,1974.15,3.2,Tablet,Microsoft,"4GB RAM, 32GB, A12 Bionic",Tablet product from Microsoft featuring 4GB RAM.
Coca-Cola Food Item 1549,1564.86,4.3,Food,Coca-Cola,"Family Pack, Chocolate",Food product from Coca-Cola featuring Family Pack.
Mattel Toys Item 1825,1268.7,3.2,Toys,Mattel,"Die-cast, Model 2023",Toys product from Mattel featuring Die-cast.
Apple Mobile Item 1774,1516.78,4.0,Mobile,Apple,"128GB, A15 Bionic",Mobile product from Apple featuring 128GB.
Honda Vehicles Item 1996,703.96,3.5,Vehicles,Honda,"2.0L Hybrid, 5 seats",Vehicles product from Honda featuring 2.0L Hybrid.
Nestle Food Item 1048,405.6,4.9,Food,Nestle,"500ml, Diet",Food product from Nestle featuring 500ml.
Adidas Clothing Item 1948,1111.72,3.4,Clothing,Adidas,"Size: XL, Cotton, Red",Clothing product from Adidas featuring Size: XL.
Adidas Clothing Item 1521,1479.61,3.2,Clothing,Adidas,"Size: L, Polyester, Black",Clothing product from Adidas featuring Size: L.
Pepsi Food Item 1216,1342.79,4.2,Food,Pepsi,"500ml, Diet",Food product from Pepsi featuring 500ml.
Samsung Mobile Item 1652,2.89,3.4,Mobile,Samsung,"256GB, Snapdragon 8 Gen1",Mobile product from Samsung featuring 256GB.
Mattel Toys Item 1887,484.99,4.6,Toys,Mattel,"Board Game, 2-6 Players",Toys product from Mattel featuring Board Game.
Puma Clothing Item 1687,171.08,4.8,Clothing,Puma,"Size: M, Cotton, White",Clothing product from Puma featuring Size: M.
Adidas Clothing Item 1524,715.78,3.8,Clothing,Adidas,"Size: S, Wool, Blue",Clothing product from Adidas featuring Size: S.
Toyota Vehicles Item 1693,234.73,4.9,Vehicles,Toyota,"1.5L Turbo, CVT",Vehicles product from Toyota featuring 1.5L Turbo.
Pepsi Food Item 1368,276.31,4.9,Food,Pepsi,"100g, Milk Chocolate",Food product from Pepsi featuring 100g.
Hasbro Toys Item 1406,295.43,4.7,Toys,Hasbro,"500 pieces, Multi-color",Toys product from Hasbro featuring 500 pieces.
Lego Toys Item 1501,779.2,4.6,Toys,Lego,"Plush Toy, 12 inch",Toys product from Lego featuring Plush Toy.
Xiaomi Mobile Item 1003,286.21,5.0,Mobile,Xiaomi,"256GB, Snapdragon 8 Gen1",Mobile product from Xiaomi featuring 256GB.
Nestle Food Item 1048,144.27,3.7,Food,Nestle,"500ml, Diet",Food product from Nestle featuring 500ml.
Ford Vehicles Item 1783,993.23,4.6,Vehicles,Ford,"2.0L Hybrid, 5 seats",Vehicles product from Ford featuring 2.0L Hybrid.
eBay E-Commerce Item 1304,1159.49,3.2,E-Commerce,eBay,"Handmade, Customizable",E-Commerce product from eBay featuring Handmade.
Samsung Electronics Item 1766,550.23,4.6,Electronics,Samsung,"1080p Full HD, Android TV",Electronics product from Samsung featuring 1080p Full HD.
Xiaomi Mobile Item 1847,649.27,4.9,Mobile,Xiaomi,"64GB, MediaTek",Mobile product from Xiaomi featuring 64GB.
Puma Clothing Item 1503,395.39,3.3,Clothing,Puma,"Size: M, Cotton, White",Clothing product from Puma featuring Size: M.
Tesla Vehicles Item 1221,244.63,3.1,Vehicles,Tesla,"2.0L Hybrid, 5 seats",Vehicles product from Tesla featuring 2.0L Hybrid.
Apple Tablet Item 1803,574.41,3.9,Tablet,Apple,"6GB RAM, 64GB, MediaTek",Tablet product from Apple featuring 6GB RAM.
Tesla Vehicles Item 1936,865.75,3.8,Vehicles,Tesla,"1.5L Turbo, CVT",Vehicles product from Tesla featuring 1.5L Turbo.
LG Electronics Item 1226,1213.37,3.3,Electronics,LG,"Noise Cancelling, Wireless",Electronics product from LG featuring Noise Cancelling.
Puma Clothing Item 1734,1933.93,3.6,Clothing,Puma,"Size: S, Wool, Blue",Clothing product from Puma featuring Size: S.
Mattel Toys Item 1570,1472.94,3.2,Toys,Mattel,"Die-cast, Model 2023",Toys product from Mattel featuring Die-cast.
Samsung Tablet Item 1963,1343.74,4.1,Tablet,Samsung,"6GB RAM, 64GB, MediaTek",Tablet product from Samsung featuring 6GB RAM.
Ford Vehicles Item 1301,454.47,4.9,Vehicles,Ford,"2.0L Hybrid, 5 seats",Vehicles product from Ford featuring 2.0L Hybrid.
Coca-Cola Food Item 1336,1209.28,3.5,Food,Coca-Cola,"100g, Milk Chocolate",Food product from Coca-Cola featuring 100g.
eBay E-Commerce Item 1240,661.68,3.3,E-Commerce,eBay,"Handmade, Customizable",E-Commerce product from eBay featuring Handmade.
LG Electronics Item 1008,1782.79,4.8,Electronics,LG,"4K UHD, HDR10, WebOS",Electronics product from LG featuring 4K UHD.
eBay E-Commerce Item 1587,1703.04,3.9,E-Commerce,eBay,"Second-hand, Global shipping",E-Commerce product from eBay featuring Second-hand.
Samsung Mobile Item 1120,616.33,3.9,Mobile,Samsung,"512GB, A17 Pro",Mobile product from Samsung featuring 512GB.
OnePlus Mobile Item 1283,1654.77,4.4,Mobile,OnePlus,"128GB, A15 Bionic",Mobile product from OnePlus featuring 128GB.
LG Electronics Item 1859,990.68,4.7,Electronics,LG,"Bluetooth Speaker, Waterproof",Electronics product from LG featuring Bluetooth Speaker.
LG Electronics Item 1735,638.99,3.5,Electronics,LG,"Bluetooth Speaker, Waterproof",Electronics product from LG featuring Bluetooth Speaker.
Nestle Food Item 1635,1676.47,4.7,Food,Nestle,"500ml, Diet",Food product from Nestle featuring 500ml.
Nestle Food Item 1441,92.26,3.8,Food,Nestle,"1.5L, Carbonated",Food product from Nestle featuring 1.5L.
Samsung Mobile Item 1570,943.47,4.0,Mobile,Samsung,"512GB, A17 Pro",Mobile product from Samsung featuring 512GB.
Coca-Cola Food Item 1860,598.63,3.9,Food,Coca-Cola,"1.5L, Carbonated",Food product from Coca-Cola featuring 1.5L.
Samsung Mobile Item 1042,956.73,3.4,Mobile,Samsung,"256GB, Snapdragon 8 Gen1",Mobile product from Samsung featuring 256GB.
Nike Clothing Item 1254,1276.83,4.1,Clothing,Nike,"Size: L, Polyester, Black",Clothing product from Nike featuring Size: L.
Under Armour Clothing Item 1840,1405.15,4.9,Clothing,Under Armour,"Size: XL, Cotton, Red",Clothing product from Under Armour featuring Size: XL.
Nike Clothing Item 1662,914.2,4.4,Clothing,Nike,"Size: XL, Cotton, Red",Clothing product from Nike featuring Size: XL.
Under Armour Clothing Item 1350,1869.8,4.6,Clothing,Under Armour,"Size: S, Wool, Blue",Clothing product from Under Armour featuring Size: S.
Apple Tablet Item 1010,112.47,4.9,Tablet,Apple,"12GB RAM, 128GB, Snapdragon",Tablet product from Apple featuring 12GB RAM.
Etsy E-Commerce Item 1296,445.06,3.1,E-Commerce,Etsy,"Second-hand, Global shipping",E-Commerce product from Etsy featuring Second-hand.
Apple Tablet Item 1227,346.0,4.2,Tablet,Apple,"4GB RAM, 32GB, A12 Bionic",Tablet product from Apple featuring 4GB RAM.
Mattel Toys Item 1596,1441.25,3.6,Toys,Mattel,"Plush Toy, 12 inch",Toys product from Mattel featuring Plush Toy.
Nabisco Food Item 1468,1751.59,4.3,Food,Nabisco,"500ml, Diet",Food product from Nabisco featuring 500ml.
LG Electronics Model 2870,2355.54,4.3,Electronics,LG,"Bluetooth Speaker, Waterproof",Electronics from LG equipped with Bluetooth Speaker.
Samsung Tablet Model 2473,3370.72,4.8,Tablet,Samsung,"6GB RAM, 64GB, MediaTek",Tablet from Samsung equipped with 6GB RAM.
Microsoft Tablet Model 2969,4471.59,3.0,Tablet,Microsoft,"12GB RAM, 128GB, Snapdragon",Tablet from Microsoft equipped with 12GB RAM.
Lenovo Tablet Model 2859,1905.91,3.6,Tablet,Lenovo,"8GB RAM, 256GB SSD, Intel i5",Tablet from Lenovo equipped with 8GB RAM.
Under Armour Clothing Model 2679,2130.31,4.7,Clothing,Under Armour,"Size: S, Wool, Blue",Clothing from Under Armour equipped with Size: S.
Toyota Vehicles Model 2003,797.36,4.7,Vehicles,Toyota,"1.5L Turbo, CVT",Vehicles from Toyota equipped with 1.5L Turbo.
Hot Wheels Toys Model 2750,926.77,4.5,Toys,Hot Wheels,"Board Game, 2-6 Players",Toys from Hot Wheels equipped with Board Game.
Ford Vehicles Model 2097,4615.73,3.4,Vehicles,Ford,"V6 Engine, 4x4 Drive",Vehicles from Ford equipped with V6 Engine.
Adidas Clothing Model 2675,1632.1,4.5,Clothing,Adidas,"Size: XL, Cotton, Red",Clothing from Adidas equipped with Size: XL.
Lego Toys Model 2380,4637.52,4.7,Toys,Lego,"Plush Toy, 12 inch",Toys from Lego equipped with Plush Toy.
Lenovo Tablet Model 2588,2844.57,4.6,Tablet,Lenovo,"6GB RAM, 64GB, MediaTek",Tablet from Lenovo equipped with 6GB RAM.
Dell PC Model 2336,4594.15,4.1,PC,Dell,"Intel i5, 8GB RAM, 1TB HDD",PC from Dell equipped with Intel i5.
Microsoft Tablet Model 2348,1691.48,4.2,Tablet,Microsoft,"4GB RAM, 32GB, A12 Bionic",Tablet from Microsoft equipped with 4GB RAM.
Ford Vehicles Model 2184,1818.07,3.6,Vehicles,Ford,"Electric, 358mi range, Autopilot",Vehicles from Ford equipped with Electric.
AliExpress E-Commerce Model 2613,4138.96,3.9,E-Commerce,AliExpress,"Online only, Fast shipping",E-Commerce from AliExpress equipped with Online only.
Under Armour Clothing Model 2977,1688.18,3.1,Clothing,Under Armour,"Size: S, Wool, Blue",Clothing from Under Armour equipped with Size: S.
Apple Mobile Model 2030,4654.69,3.8,Mobile,Apple,"256GB, Snapdragon 8 Gen1",Mobile from Apple equipped with 256GB.
Samsung Mobile Model 2203,1534.38,4.5,Mobile,Samsung,"512GB, A17 Pro",Mobile from Samsung equipped with 512GB.
Samsung Tablet Model 2625,762.91,3.8,Tablet,Samsung,"4GB RAM, 32GB, A12 Bionic",Tablet from Samsung equipped with 4GB RAM.
Under Armour Clothing Model 2397,4972.42,5.0,Clothing,Under Armour,"Size: L, Polyester, Black",Clothing from Under Armour equipped with Size: L.
OnePlus Mobile Model 2007,1693.49,5.0,Mobile,OnePlus,"64GB, MediaTek",Mobile from OnePlus equipped with 64GB.
Dell PC Model 2275,3153.26,4.5,PC,Dell,"Intel i5, 8GB RAM, 1TB HDD",PC from Dell equipped with Intel i5.
Samsung Mobile Model 2525,4602.83,4.7,Mobile,Samsung,"256GB, Snapdragon 8 Gen1",Mobile from Samsung equipped with 256GB.
Samsung Mobile Model 2410,1286.74,3.7,Mobile,Samsung,"64GB, MediaTek",Mobile from Samsung equipped with 64GB.
OnePlus Mobile Model 2921,2147.56,3.1,Mobile,OnePlus,"512GB, A17 Pro",Mobile from OnePlus equipped with 512GB.
Apple Tablet Model 2788,2471.71,3.9,Tablet,Apple,"12GB RAM, 128GB, Snapdragon",Tablet from Apple equipped with 12GB RAM.
Ford Vehicles Model 2507,183.2,3.3,Vehicles,Ford,"2.0L Hybrid, 5 seats",Vehicles from Ford equipped with 2.0L Hybrid.
OnePlus Mobile Model 2585,1795.07,3.1,Mobile,OnePlus,"64GB, MediaTek",Mobile from OnePlus equipped with 64GB.
Etsy E-Commerce Model 2475,1594.54,4.1,E-Commerce,Etsy,"Second-hand, Global shipping",E-Commerce from Etsy equipped with Second-hand.
Samsung Mobile Model 2046,2483.13,4.9,Mobile,Samsung,"128GB, A15 Bionic",Mobile from Samsung equipped with 128GB.
Xiaomi Mobile Model 2946,2861.02,4.2,Mobile,Xiaomi,"512GB, A17 Pro",Mobile from Xiaomi equipped with 512GB.
Etsy E-Commerce Model 2148,3593.78,3.5,E-Commerce,Etsy,"Bulk discounts, Direct from China",E-Commerce from Etsy equipped with Bulk discounts.
Coca-Cola Food Model 2722,3977.7,4.3,Food,Coca-Cola,"Family Pack, Chocolate",Food from Coca-Cola equipped with Family Pack.
Samsung Tablet Model 2236,3964.15,3.7,Tablet,Samsung,"6GB RAM, 64GB, MediaTek",Tablet from Samsung equipped with 6GB RAM.
Toyota Vehicles Model 2881,4382.53,4.6,Vehicles,Toyota,"2.0L Hybrid, 5 seats",Vehicles from Toyota equipped with 2.0L Hybrid.
Ford Vehicles Model 2002,867.33,3.7,Vehicles,Ford,"V6 Engine, 4x4 Drive",Vehicles from Ford equipped with V6 Engine.
Dell PC Model 2738,1336.71,3.4,PC,Dell,"Ryzen 5, 8GB RAM, 256GB SSD",PC from Dell equipped with Ryzen 5.
Samsung Tablet Model 2750,4879.51,3.0,Tablet,Samsung,"4GB RAM, 32GB, A12 Bionic",Tablet from Samsung equipped with 4GB RAM.
Xiaomi Mobile Model 2039,4329.13,4.1,Mobile,Xiaomi,"128GB, A15 Bionic",Mobile from Xiaomi equipped with 128GB.
Apple Mobile Model 2026,1891.82,4.3,Mobile,Apple,"512GB, A17 Pro",Mobile from Apple equipped with 512GB.
Sony Electronics Model 2141,3407.46,3.2,Electronics,Sony,"Bluetooth Speaker, Waterproof",Electronics from Sony equipped with Bluetooth Speaker.
Ford Vehicles Model 2484,3791.91,3.5,Vehicles,Ford,"Electric, 358mi range, Autopilot",Vehicles from Ford equipped with Electric.
Acer PC Model 2831,3278.65,4.7,PC,Acer,"Ryzen 7, 16GB RAM, 512GB SSD",PC from Acer equipped with Ryzen 7.
Apple Mobile Model 2705,4333.2,5.0,Mobile,Apple,"512GB, A17 Pro",Mobile from Apple equipped with 512GB.
Hot Wheels Toys Model 2933,2134.01,3.7,Toys,Hot Wheels,"Die-cast, Model 2023",Toys from Hot Wheels equipped with Die-cast.
Nestle Food Model 2161,2518.59,4.6,Food,Nestle,"500ml, Diet",Food from Nestle equipped with 500ml.
HP PC Model 2397,1843.53,4.3,PC,HP,"Intel i7, 16GB RAM, 512GB SSD",PC from HP equipped with Intel i7.
Samsung Mobile Model 2256,1743.54,3.2,Mobile,Samsung,"64GB, MediaTek",Mobile from Samsung equipped with 64GB.
Ford Vehicles Model 2458,553.54,4.6,Vehicles,Ford,"2.0L Hybrid, 5 seats",Vehicles from Ford equipped with 2.0L Hybrid.
Hasbro Toys Model 2766,2134.48,3.0,Toys,Hasbro,"Plush Toy, 12 inch",Toys from Hasbro equipped with Plush Toy.
Microsoft Tablet Model 2728,334.86,4.5,Tablet,Microsoft,"8GB RAM, 256GB SSD, Intel i5",Tablet from Microsoft equipped with 8GB RAM.
Ford Vehicles Model 2348,878.09,3.5,Vehicles,Ford,"2.0L Hybrid, 5 seats",Vehicles from Ford equipped with 2.0L Hybrid.
Honda Vehicles Model 2716,1794.33,4.8,Vehicles,Honda,"2.0L Hybrid, 5 seats",Vehicles from Honda equipped with 2.0L Hybrid.
Asus PC Model 2683,1131.24,3.5,PC,Asus,"Ryzen 7, 16GB RAM, 512GB SSD",PC from Asus equipped with Ryzen 7.
LG Electronics Model 2833,1394.63,5.0,Electronics,LG,"4K UHD, HDR10, WebOS",Electronics from LG equipped with 4K UHD.
Samsung Tablet Model 2084,166.35,4.5,Tablet,Samsung,"12GB RAM, 128GB, Snapdragon",Tablet from Samsung equipped with 12GB RAM.
Apple Tablet Model 2168,704.54,4.8,Tablet,Apple,"4GB RAM, 32GB, A12 Bionic",Tablet from Apple equipped with 4GB RAM.
Apple Mobile Model 2358,4274.88,4.4,Mobile,Apple,"256GB, Snapdragon 8 Gen1",Mobile from Apple equipped with 256GB.
Lego Toys Model 2012,2828.44,3.5,Toys,Lego,"Die-cast, Model 2023",Toys from Lego equipped with Die-cast.
Nestle Food Model 2697,2706.95,3.8,Food,Nestle,"500ml, Diet",Food from Nestle equipped with 500ml.
Nabisco Food Model 2927,505.06,4.4,Food,Nabisco,"Family Pack, Chocolate",Food from Nabisco equipped with Family Pack.
eBay E-Commerce Model 2087,2775.52,3.3,E-Commerce,eBay,"Online only, Fast shipping",E-Commerce from eBay equipped with Online only.
Samsung Tablet Model 2938,2826.5,3.1,Tablet,Samsung,"4GB RAM, 32GB, A12 Bionic",Tablet from Samsung equipped with 4GB RAM.
Coca-Cola Food Model 2791,2236.73,4.3,Food,Coca-Cola,"100g, Milk Chocolate",Food from Coca-Cola equipped with 100g.
Samsung Tablet Model 2524,1431.17,3.8,Tablet,Samsung,"6GB RAM, 64GB, MediaTek",Tablet from Samsung equipped with 6GB RAM.
Sony Electronics Model 2624,4315.42,3.2,Electronics,Sony,"Bluetooth Speaker, Waterproof",Electronics from Sony equipped with Bluetooth Speaker.
Sony Electronics Model 2485,4739.49,4.7,Electronics,Sony,"4K UHD, HDR10, WebOS",Electronics from Sony equipped with 4K UHD.
MSI PC Model 2958,1172.01,3.6,PC,MSI,"Intel i9, 32GB RAM, 1TB SSD",PC from MSI equipped with Intel i9.
Ford Vehicles Model 2147,2112.78,4.9,Vehicles,Ford,"V6 Engine, 4x4 Drive",Vehicles from Ford equipped with V6 Engine.
Nabisco Food Model 2535,2915.16,3.1,Food,Nabisco,"100g, Milk Chocolate",Food from Nabisco equipped with 100g.
Asus PC Model 2714,2202.74,4.3,PC,Asus,"Intel i7, 16GB RAM, 512GB SSD",PC from Asus equipped with Intel i7.
Microsoft Tablet Model 2350,1538.04,3.2,Tablet,Microsoft,"4GB RAM, 32GB, A12 Bionic",Tablet from Microsoft equipped with 4GB RAM.
Lenovo Tablet Model 2940,1941.49,3.7,Tablet,Lenovo,"4GB RAM, 32GB, A12 Bionic",Tablet from Lenovo equipped with 4GB RAM.
Hasbro Toys Model 2554,2731.77,4.1,Toys,Hasbro,"Die-cast, Model 2023",Toys from Hasbro equipped with Die-cast.
Toyota Vehicles Model 2957,1242.67,4.7,Vehicles,Toyota,"V6 Engine, 4x4 Drive",Vehicles from Toyota equipped with V6 Engine.
Coca-Cola Food Model 2424,2534.74,4.4,Food,Coca-Cola,"100g, Milk Chocolate",Food from Coca-Cola equipped with 100g.
Apple Mobile Model 2950,1281.9,4.9,Mobile,Apple,"512GB, A17 Pro",Mobile from Apple equipped with 512GB.
eBay E-Commerce Model 2036,2212.91,5.0,E-Commerce,eBay,"Online only, Fast shipping",E-Commerce from eBay equipped with Online only.
Samsung Electronics Model 2944,1746.57,3.2,Electronics,Samsung,"1080p Full HD, Android TV",Electronics from Samsung equipped with 1080p Full HD.
Puma Clothing Model 2430,2387.1,4.9,Clothing,Puma,"Size: M, Cotton, White",Clothing from Puma equipped with Size: M.
Nike Clothing Model 2854,4394.0,3.6,Clothing,Nike,"Size: M, Cotton, White",Clothing from Nike equipped with Size: M.
Nike Clothing Model 2031,433.35,3.6,Clothing,Nike,"Size: XL, Cotton, Red",Clothing from Nike equipped with Size: XL.
Samsung Mobile Model 2988,1127.66,4.1,Mobile,Samsung,"512GB, A17 Pro",Mobile from Samsung equipped with 512GB.
Samsung Mobile Model 2543,4720.79,4.6,Mobile,Samsung,"256GB, Snapdragon 8 Gen1",Mobile from Samsung equipped with 256GB.
Acer PC Model 2510,1918.73,3.2,PC,Acer,"Intel i7, 16GB RAM, 512GB SSD",PC from Acer equipped with Intel i7.
Mattel Toys Model 2476,1970.78,3.3,Toys,Mattel,"500 pieces, Multi-color",Toys from Mattel equipped with 500 pieces.
Nike Clothing Model 2935,2450.51,4.2,Clothing,Nike,"Size: XL, Cotton, Red",Clothing from Nike equipped with Size: XL.
Apple Tablet Model 2405,1470.95,4.0,Tablet,Apple,"12GB RAM, 128GB, Snapdragon",Tablet from Apple equipped with 12GB RAM.
Dell PC Model 2961,3213.86,4.7,PC,Dell,"Intel i7, 16GB RAM, 512GB SSD",PC from Dell equipped with Intel i7.
Toyota Vehicles Model 2906,1475.47,4.6,Vehicles,Toyota,"1.5L Turbo, CVT",Vehicles from Toyota equipped with 1.5L Turbo.
Samsung Electronics Model 2052,317.07,4.1,Electronics,Samsung,"1080p Full HD, Android TV",Electronics from Samsung equipped with 1080p Full HD.
AliExpress E-Commerce Model 2262,3209.07,4.0,E-Commerce,AliExpress,"Online only, Fast shipping",E-Commerce from AliExpress equipped with Online only.
Toyota Vehicles Model 2790,3842.96,3.8,Vehicles,Toyota,"V6 Engine, 4x4 Drive",Vehicles from Toyota equipped with V6 Engine.
AmazonBasics E-Commerce Model 2759,1538.39,4.4,E-Commerce,AmazonBasics,"Handmade, Customizable",E-Commerce from AmazonBasics equipped with Handmade.
Tesla Vehicles Model 2040,1906.68,4.4,Vehicles,Tesla,"1.5L Turbo, CVT",Vehicles from Tesla equipped with 1.5L Turbo.
Xiaomi Mobile Model 2384,3237.6,3.7,Mobile,Xiaomi,"256GB, Snapdragon 8 Gen1",Mobile from Xiaomi equipped with 256GB.
Honda Vehicles Model 2846,412.62,4.8,Vehicles,Honda,"Electric, 358mi range, Autopilot",Vehicles from Honda equipped with Electric.
Dell PC Model 2373,4684.33,3.4,PC,Dell,"Intel i9, 32GB RAM, 1TB SSD",PC from Dell equipped with Intel i9.
Xiaomi Mobile Model 2459,2801.63,3.5,Mobile,Xiaomi,"512GB, A17 Pro",Mobile from Xiaomi equipped with 512GB.
LG Electronics Model 2795,3425.04,3.9,Electronics,LG,"Bluetooth Speaker, Waterproof",Electronics from LG equipped with Bluetooth Speaker.
Puma Clothing Model 2539,815.73,3.6,Clothing,Puma,"Size: S, Wool, Blue",Clothing from Puma equipped with Size: S.
Hot Wheels Toys Model 2668,1174.09,4.1,Toys,Hot Wheels,"Board Game, 2-6 Players",Toys from Hot Wheels equipped with Board Game.
Coca-Cola Food Model 2888,4767.42,4.8,Food,Coca-Cola,"500ml, Diet",Food from Coca-Cola equipped with 500ml.
Pepsi Food Model 2771,4301.93,4.7,Food,Pepsi,"500ml, Diet",Food from Pepsi equipped with 500ml.
Coca-Cola Food Model 2670,4399.0,4.7,Food,Coca-Cola,"Family Pack, Chocolate",Food from Coca-Cola equipped with Family Pack.
Hasbro Toys Model 2662,3881.91,4.4,Toys,Hasbro,"Die-cast, Model 2023",Toys from Hasbro equipped with Die-cast.
Toyota Vehicles Model 2955,441.85,4.3,Vehicles,Toyota,"Electric, 358mi range, Autopilot",Vehicles from Toyota equipped with Electric.
Puma Clothing Model 2037,1825.17,3.2,Clothing,Puma,"Size: S, Wool, Blue",Clothing from Puma equipped with Size: S.
Hot Wheels Toys Model 2396,1860.41,4.1,Toys,Hot Wheels,"Plush Toy, 12 inch",Toys from Hot Wheels equipped with Plush Toy.
AliExpress E-Commerce Model 2313,3172.68,3.6,E-Commerce,AliExpress,"Bulk discounts, Direct from China",E-Commerce from AliExpress equipped with Bulk discounts.
eBay E-Commerce Model 2945,1230.65,3.5,E-Commerce,eBay,"Bulk discounts, Direct from China",E-Commerce from eBay equipped with Bulk discounts.
Acer PC Model 2227,1794.27,3.8,PC,Acer,"Intel i5, 8GB RAM, 1TB HDD",PC from Acer equipped with Intel i5.
Asus PC Model 2349,3462.94,4.4,PC,Asus,"Intel i9, 32GB RAM, 1TB SSD",PC from Asus equipped with Intel i9.
AmazonBasics E-Commerce Model 2367,4622.14,3.9,E-Commerce,AmazonBasics,"Handmade, Customizable",E-Commerce from AmazonBasics equipped with Handmade.
Samsung Mobile Model 2277,396.33,4.5,Mobile,Samsung,"64GB, MediaTek",Mobile from Samsung equipped with 64GB.
Adidas Clothing Model 2661,1215.6,4.3,Clothing,Adidas,"Size: XL, Cotton, Red",Clothing from Adidas equipped with Size: XL.
Sony Electronics Model 2280,1369.2,4.2,Electronics,Sony,"Noise Cancelling, Wireless",Electronics from Sony equipped with Noise Cancelling.
Adidas Clothing Model 2596,1104.72,3.6,Clothing,Adidas,"Size: XL, Cotton, Red",Clothing from Adidas equipped with Size: XL.
Samsung Mobile Model 2332,2509.9,4.4,Mobile,Samsung,"512GB, A17 Pro",Mobile from Samsung equipped with 512GB.
Hasbro Toys Model 2694,3875.25,3.6,Toys,Hasbro,"500 pieces, Multi-color",Toys from Hasbro equipped with 500 pieces.
